file_name,text,sentiment,happy,sad,anger,surprise,disgust,fear
21.wav,"By letting your opponent speak, the situation may resolve itself naturally",1.0,0.0,0.0,0.0,0.0,0.0,0.0
22.wav,"When this happens, don’t fall for it",0.33333334,0.6666667,0.0,0.33333334,0.0,0.0,0.0
23.wav,Hi,0.33333334,1.3333334,0.0,0.0,0.0,0.0,0.0
24.wav, It's just a really corny movie,-2.0,1.0,0.0,0.0,0.0,1.6666666,0.0
25.wav, I hated this movie,-2.6666667,0.33333334,0.6666667,0.6666667,0.0,1.3333334,0.0
26.wav, {laughter} But if they didn't have those actors I would give it a one,-2.3333333,1.0,0.0,0.0,0.0,1.0,0.0
27.wav, This is Nacho Libre starring one Jack Black and a pair of tights,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
28.wav, There's some good parts,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.wav, Jack Black has a mustache,0.33333334,0.33333334,0.6666667,0.0,0.0,0.0,0.0
30.wav, I didn't watch it until I bought it,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
31.wav, He works in a (uhh) monastery,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
32.wav, (umm) The comedy leaves you wanting a little more,-1.0,0.0,0.6666667,0.33333334,0.33333334,0.33333334,0.0
33.wav, I give it two out five stars,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
34.wav," (umm) David Foley is pretty funny, the rest of the cast kind of (uhh)",-0.33333334,0.0,0.0,0.0,0.0,0.33333334,0.0
35.wav, Point Break is one of his worst,-2.3333333,0.0,0.0,1.0,0.0,0.0,0.0
36.wav, (uhh) So {cough} you can find it at any Blockbuster,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.wav,Hi,0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
38.wav,I'm here to review this dvd,0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
39.wav, And it's called Sixteen Candles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.wav, Definitely watch this movie multiple times,2.6666667,1.6666666,0.0,0.0,0.0,0.0,0.0
41.wav, We were supposed to watch Bridge on the River Kwai,0.0,0.33333334,0.0,1.0,0.0,0.0,0.0
42.wav, ten years after the movie was released in theaters,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0
43.wav," (uhh) They were, they go back to L",0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0
44.wav, There (stutter) are shooting locations,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0
45.wav," It talks about the script, how it was developed, how it became Heat",0.6666667,1.0,0.0,0.0,0.0,0.0,0.0
46.wav, Definitely a great film,2.3333333,2.0,0.0,0.0,0.0,0.0,0.0
47.wav," If you have not seen this, I highly recommend this",3.0,2.0,0.0,0.0,0.0,0.0,0.0
48.wav, I'm sure you all remember Dane Cook talking about this,0.6666667,1.6666666,0.0,0.0,0.0,0.0,0.0
49.wav, Definitely a great movie,2.6666667,2.0,0.0,0.0,0.0,0.0,0.0
50.wav," You have Tom Sizemore, Jon Voight, Ashley Judd, Natalie Portman",1.6666666,1.3333334,0.0,0.0,0.0,0.0,0.0
51.wav, Everything in this movie is great,2.0,1.3333334,0.0,0.0,0.0,0.0,0.0
52.wav, I enjoyed every bit of it,3.0,2.3333333,0.0,0.0,0.0,0.0,0.0
53.wav, It has (umm) lots of action sequences in it,1.3333334,0.33333334,0.0,0.0,0.0,0.0,0.0
54.wav, (umm) I mean a ton of really cool people are in here,1.6666666,1.3333334,0.0,0.0,0.0,0.0,0.0
55.wav, It's sad,-1.6666666,0.0,1.6666666,0.0,0.0,0.33333334,0.0
56.wav," And like, I like Colin Farrell",1.3333334,1.6666666,0.0,0.0,0.33333334,0.0,0.0
57.wav," Okay, I'm not saying this out of hatred or to be stylish",-2.0,1.6666666,0.0,0.0,0.0,1.0,0.0
58.wav,Hi my name is Nalin and today I will be reviewing for you the movie Can't Hardly Wait,0.33333334,0.0,1.6666666,0.0,0.0,0.0,0.0
59.wav, So it's a very boring movie I would just rate it one out of five,-2.0,0.0,1.6666666,0.0,0.0,0.0,0.0
60.wav," (uhh) The movie on the whole is very average, I mean (uhh) there were very, very boring parts in the whole movie",-2.3333333,0.0,1.3333334,0.0,0.0,0.33333334,0.0
61.wav, It's amazing,2.6666667,2.0,0.0,0.0,0.0,0.0,0.0
62.wav, It was just it was just weak and it was not something that I really liked that much,-1.3333334,0.0,0.0,0.0,0.0,0.6666667,0.0
63.wav, I just wouldn't recommend it,-1.6666666,0.6666667,0.0,0.0,0.0,0.6666667,0.0
64.wav, (umm) But none of em were just very good in this movie,-0.6666667,0.0,0.0,0.0,0.33333334,0.33333334,0.0
65.wav," I mean, they they're (stutter) good actors, it's just a boring movie",-1.0,0.0,0.0,0.33333334,0.0,0.33333334,0.0
66.wav, I just saw that and that's a fantastic movie,2.6666667,1.6666666,0.0,0.0,0.0,0.0,0.0
67.wav, Overall this movie wasn't very good,-1.3333334,0.0,0.0,0.0,0.0,0.33333334,0.0
68.wav, It lacked action,-1.6666666,1.6666666,0.0,0.0,0.0,0.0,0.0
69.wav, (umm) But it's supposed to be a comedy and it really wasn't all that funny,-1.6666666,0.0,0.6666667,0.33333334,0.33333334,0.6666667,0.0
70.wav, I'm not ruining anything for you,-0.6666667,0.0,0.33333334,0.6666667,0.0,0.6666667,0.0
71.wav, I don't think it's possible,-1.0,0.0,1.0,0.6666667,0.0,0.6666667,0.0
72.wav," (umm) Josh Lucas, Jessica Beil, and Jamie Foxx",0.0,0.0,0.0,0.0,0.0,0.6666667,0.0
73.wav, I (stutter) without a better word good,1.3333334,1.0,0.0,0.0,0.0,0.33333334,0.0
74.wav, I mean just look at the cover,0.33333334,0.6666667,0.6666667,0.0,0.0,1.0,0.0
75.wav, That's how extreme this is,0.33333334,0.33333334,0.33333334,0.0,0.6666667,0.0,0.0
76.wav,Any investments or strategies mentioned here may not be suitable for everyone.,-0.33333334,0.0,0.6666667,0.0,0.0,0.0,0.33333334
77.wav," government and all that has to try and stop him, {mumble}",0.0,0.33333334,0.0,1.0,0.33333334,0.0,0.0
78.wav," You know, it's not that complicated of a storyline, honestly",-0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.0
79.wav," You know, look at taking the Hulk from the comics to the movie",0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
80.wav," Not a whole, whole lot in here",-2.0,0.0,1.3333334,0.6666667,0.0,0.0,0.0
81.wav, But this one just was badly paced,-1.3333334,0.0,0.33333334,0.0,0.0,0.33333334,0.0
82.wav, But the DVD itself you know if you're a fan of the movie is (uhh) you know pretty complete,1.0,1.0,0.0,0.0,0.0,0.0,0.0
83.wav, In (uhh) interview with the vampire,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.wav,This will be very important for those of you that draw income on a monthly basis or a quarterly basis off of your portfolio.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.wav,It is an honor to be a candidate for president-elect of the American Psychological Association.,2.0,0.33333334,0.0,0.0,0.0,0.0,0.0
86.wav,I think about my life all the time,0.6666667,1.6666666,0.0,0.0,0.0,0.0,0.0
87.wav,"Thanks for watching the video guys, hope you found it useful.",1.6666666,1.0,0.0,0.0,0.0,0.0,0.0
88.wav,"If you liked it and you want to see more videos like it, you can subscribe to our YouTube channel.",0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
89.wav,"I called the mediator and thanked her and I told my friends, call.",1.6666666,1.0,0.0,0.0,0.0,0.0,0.0
90.wav,"As you know, this week we're taking another step forward in the essay writing process.",0.6666667,1.0,0.33333334,0.0,0.0,0.0,0.33333334
91.wav,I was able to help me has been purchased for sale so my three kids could have space.,2.6666667,2.6666667,0.0,0.0,0.0,0.0,0.0
92.wav,Not that much of the movie is,0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
93.wav,So that’s just a tiny sampling of some of the terrible science we see in movies,-0.6666667,2.0,0.0,0.0,0.0,0.0,0.0
94.wav,But that doesn’t mean you shouldn’t watch them,1.3333334,2.6666667,0.0,0.0,0.0,0.0,0.0
95.wav,Just don’t believe everything you see,1.0,2.3333333,0.0,0.0,0.0,0.0,0.0
96.wav,"This is where you get everything you need to know in 90 seconds at 9 o’clock, including news of strong American retail figures.",0.6666667,1.0,0.0,0.0,0.0,0.0,0.0
97.wav,The gold price is unchanged today and the price of oil lost some of yesterday's gains.,0.33333334,0.33333334,0.6666667,0.0,0.0,0.0,0.0
98.wav,Feel free to come in and we can take care of your tax preparation needs.,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
99.wav,I would say to the legacy players get in the game because it's here to stay.,0.33333334,0.0,0.0,0.0,0.0,0.0,0.6666667
100.wav, It also allows for charges to be pressed against those who disrupt religious services because of their intolerance,0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
101.wav, This has been the Friday Roundup,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
102.wav, Otherwise it's it's (stutter) pretty forgettable,-1.6666666,0.0,0.6666667,0.0,0.0,1.3333334,0.0
103.wav, The Wicker Man,0.0,1.0,0.0,0.0,0.0,0.0,0.0
104.wav, {clears throat} The scenes are really well done,1.6666666,0.33333334,0.33333334,0.0,0.0,0.0,0.0
105.wav, (umm) It's more comical than serious,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106.wav, Doesn't work,-1.0,0.0,0.0,0.0,0.0,0.33333334,0.0
107.wav," But, yeah, it's about ninety minutes long",-0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
108.wav, So it's not very long at all,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109.wav, So I would not recommend it,-1.0,0.6666667,0.0,0.0,0.0,0.33333334,0.0
110.wav, So he has to go find animals,0.0,0.33333334,0.0,0.0,0.0,0.33333334,0.0
111.wav," This is Killfast37, and I'm reporting in once again",0.33333334,0.6666667,0.0,0.0,0.33333334,0.0,0.0
112.wav," You want to look away, but you can't",-1.0,0.33333334,0.0,0.6666667,0.0,0.33333334,0.0
113.wav, That's how bad this movie is,-2.6666667,0.33333334,0.6666667,0.6666667,0.0,0.0,0.0
114.wav, I love zombies,1.0,1.0,0.0,0.0,0.6666667,0.0,0.0
115.wav," If I could give you less, I would",-2.0,0.0,0.6666667,0.0,0.0,1.3333334,0.0
116.wav," I guess probably closer to a zero, but I guess it rounds up",-2.3333333,0.0,1.0,0.0,0.0,0.33333334,0.0
117.wav, (umm) I'd give it a (uhh) one out of five if I could,-2.6666667,0.0,1.6666666,0.0,0.0,0.6666667,0.0
118.wav,"This trap, was the Trump Card",0.0,0.0,0.0,0.0,0.0,0.0,0.0
119.wav, I'm here to give you a video review of a terrible movie,-1.6666666,1.3333334,0.0,0.0,0.33333334,1.0,0.0
120.wav, And honestly some of the action isn't as great as it could be,-1.0,0.33333334,0.33333334,0.0,0.0,0.33333334,0.0
121.wav, It looks really weird,0.6666667,1.3333334,0.0,0.0,0.33333334,0.0,0.0
122.wav,Hi {sigh},0.6666667,2.0,0.0,0.0,0.0,0.0,0.0
123.wav, This was kind of a waste of money,-2.3333333,0.33333334,0.6666667,0.6666667,0.0,1.3333334,0.0
124.wav, It's a fun concept but they just didn't really pull it off that well,-0.33333334,1.0,0.0,0.0,0.0,0.6666667,0.0
125.wav, This movie is very bad I'm giving it two out of five stars,-2.0,0.0,0.33333334,0.33333334,0.0,1.3333334,0.0
126.wav, (uhh) And it's just not very funny,-1.6666666,0.0,0.0,0.0,0.0,0.6666667,0.0
127.wav, And it's called Final Fantasy seven,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
128.wav," This DVD, however, sucks",-2.3333333,0.0,0.33333334,0.0,0.0,0.6666667,0.0
129.wav,This short video is to remind us about  a new heaven and a new earth.,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
130.wav,"Like a father who wipes away the tears of His children,  so God will wipe away all the tears from our eyes.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
131.wav,The beauty and brilliance  of the new heaven and new earth will be something that cannot be painted with words  because humans have no concept of it.,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
132.wav," In this movie the main, the two main characters are young children",0.0,0.0,1.6666666,0.33333334,0.0,0.33333334,0.0
133.wav, Garfield loves lasagna,-0.33333334,1.0,0.33333334,0.33333334,0.0,0.0,0.0
134.wav, Garfield kicks Odie,0.0,1.0,0.0,0.0,0.0,0.0,0.0
135.wav, (umm) I didn't enjoy it,-2.0,0.0,0.6666667,0.0,0.0,0.0,0.0
136.wav,I'm not quite sure why this is in my video collection,-1.6666666,0.0,0.33333334,0.0,1.3333334,0.33333334,0.0
137.wav, Zero out of five,-3.0,0.0,0.6666667,0.0,0.0,0.33333334,0.0
138.wav,"Anyway, thanks for watching, I've enjoyed this impromptu build and I would really love to get this kind of productivity on projects that I actually need",-0.33333334,0.0,0.33333334,0.0,0.0,0.33333334,0.0
139.wav,To be a confident investor you need to understand investment risk.,2.0,2.3333333,0.0,0.0,0.0,0.0,0.0
140.wav,I encourage you to try out the investment risk tool and test your knowledge of these topics.,2.0,1.6666666,0.0,0.0,0.0,0.0,0.0
141.wav,This means taking select qualities of the old tradition and incorporating new ideas.,0.6666667,1.3333334,0.0,0.0,0.0,0.0,0.33333334
142.wav,"Likewise, what happens if the original tradition was broken in the first place?",0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.33333334
143.wav,"So, let me know what you think about the story in the comments below.",1.0,1.3333334,0.0,0.0,0.0,0.0,0.0
144.wav,"In the end, Mrs. Hutchinson gets the black spot and is stoned to death as per tradition of the lottery.",-0.6666667,1.6666666,0.0,0.0,0.0,0.0,0.0
145.wav,Even a local farmer asks the boy why he’s fishing there since nothing comes out of the pool.,1.0,1.3333334,0.0,0.0,0.6666667,0.0,0.0
146.wav,"Throughout the story, the boy uses “might” quite a bit when describing the different types of fish that could be connected to McElligot’s Pool.",0.6666667,0.6666667,0.33333334,0.0,0.33333334,0.0,0.0
147.wav,Several other cities across the world have already adapted the three transit- free zone initiative.,0.33333334,0.33333334,0.6666667,0.0,0.0,0.0,0.0
148.wav,So being able to see the right locations becomes very important.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149.wav,"Now what happens is, throughout time, we get dysfunction in an area.",0.33333334,1.3333334,0.0,0.0,0.0,0.0,0.0
150.wav,It could also be asked: What's your major,0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
151.wav," The gentleman named Bryan Stevenson who has founded Equal Justice Initiative, a top piece of advice that I've heard him give which I really embrace is to get proximate to a problem",0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
152.wav, But then that capital can be recycled and so hopefully they will not always need another grant another grant to keep on doing the good work that they do,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
153.wav,If I was trying to inspire future entrepreneurs out there I would tell them to do it now and not wait until the situation is perfect.,1.3333334,0.33333334,0.33333334,0.0,0.0,0.0,0.0
154.wav,And buying these goods from countries like China: cheaper than it should have been.,-0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
155.wav,The DSA Code of Ethics speaks to both the consumer and the seller,0.0,2.0,0.0,0.0,0.0,0.0,0.0
156.wav,"There's so many factors to consider when you're an independent contractor, that you need the services of an attorney to make sure that you're protected.",1.0,0.33333334,0.0,0.0,0.0,0.0,0.0
157.wav,There's certain things that you need to consider when you're an independent contractor.,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
158.wav,"At best then, understanding music notation makes you a more rounded musician.",1.0,0.33333334,0.33333334,0.0,0.0,0.0,0.0
159.wav,"You're not going to be afraid of getting lost or, ""What if I forget what I'm going to say?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
160.wav,Always discuss the benefits of working with you so that you can build firm foundation for your business.,0.33333334,0.33333334,0.33333334,0.0,0.0,0.0,0.0
161.wav,I learned this the hard way when we worked on pedicle plates and screws cases.,-0.33333334,0.0,0.6666667,0.0,0.0,0.0,0.0
162.wav,I just looked awful without my hair so I decided it was time to fix this!,-0.33333334,0.33333334,0.6666667,0.0,0.0,0.0,0.0
163.wav,I was surfing online I noticed a website that talked about a product named Hair Again.,1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
164.wav,"Now in such circumstances we put safety first, we don’t take any risks.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
165.wav,I think the first thing crossing everyone's minds is that there's almost a sigh of relief due to the certainty now.,2.0,2.0,0.0,0.0,0.0,0.0,0.0
166.wav,We'll be looking at how it's affected notions of human rights and how it's relevant today in the digital age.,1.0,0.0,0.0,0.0,0.0,0.33333334,0.33333334
167.wav,We've had lots of interesting discussions this week and again it's been great to see so many of you taking part.,2.0,1.6666666,0.0,0.0,0.0,0.0,0.0
168.wav,Many of these sales tax changes are subtle and may post little risk to your business,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
169.wav,"When we dig deeper into language, it enriches our entire experience of life.",2.6666667,2.0,0.0,0.0,0.0,0.0,0.0
170.wav,"In addition, review the material on neurons, neurotransmission, neurotransmitters, and receptors.",0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
171.wav,"This is really helpful, because people shouldn't be held back from improving themselves just because they don't have good computer skills.",0.0,1.0,0.0,0.0,0.0,0.0,0.0
172.wav,So if you guys wanna start a free 30 day trial,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
173.wav,Now think about how you would activate or perhaps neutralize these various forms of power,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174.wav,"but I do apologize for that, I could have probably handled that better",-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
175.wav,"Anyways, then they come back and what do they tell me",0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
176.wav,"Well, after my calculations, that's what you did, so you can nope all you want",-2.0,0.0,0.6666667,1.0,0.0,1.0,0.0
177.wav,And none of them had the full picture of what was happening across the markets.,-1.0,0.0,0.33333334,0.0,0.33333334,0.33333334,0.33333334
178.wav,"He was a great man, or at least, a great wookie",0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
179.wav,I'm going to talk about how to write a good article summary.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.wav,Finally the Normal Christian Life conferences are here,1.3333334,2.0,0.0,0.0,0.0,0.0,0.0
181.wav,"We have one in Brisbane on January the 19th to 21st (2015) We have Todd White speaking, Katherine Ruonala, Joel Shaw, and myself",2.0,1.6666666,0.0,0.0,0.0,0.0,0.0
182.wav,in today and bring you a quick review Military Millionaire Review.,1.6666666,2.0,0.0,0.0,0.0,0.0,0.0
183.wav,"When we originally bought the home, we had to put down a down payment.",-0.33333334,0.0,0.6666667,0.6666667,0.0,0.33333334,0.0
184.wav,That's a very very powerful thing,1.0,1.0,0.0,0.0,0.0,0.0,0.0
185.wav,I can answer your legal questions,0.6666667,1.3333334,0.0,0.0,0.0,0.0,0.0
186.wav,"Like many of you, it takes a long time to regain my respect and trust once it is lost.",-1.3333334,0.0,1.0,0.0,0.0,0.0,0.0
187.wav,"You know, they're basically just joy destroyers",-1.6666666,0.33333334,1.0,0.0,0.0,0.0,0.0
188.wav,"You know, they want to just take any kind of joy that they can",-1.6666666,0.0,0.0,0.33333334,0.0,0.0,0.0
189.wav,They love to do that,0.33333334,1.0,1.0,0.0,0.0,0.0,0.0
190.wav,"And so, this is the only reason that I can even think of",0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
191.wav,But we must not underestimate the importance of practice exams.,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0
192.wav,Sometimes your other student loans may be on variable interest rate.,0.0,0.33333334,0.33333334,0.33333334,0.0,0.33333334,0.0
193.wav,"They might not even be really purchasing those dresses, they're using those dresses.",0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
194.wav,We have lots of traditions that we're very proud of,1.6666666,1.0,0.0,0.0,0.0,0.0,0.0
195.wav,What's up party people? It's Chris Derose,1.6666666,2.3333333,0.0,0.0,0.0,0.0,0.0
196.wav," Maybe what you do is on a reddit type site, you issue karma for people who contribute content",0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
197.wav, Right off the bat we have counterparty assets,1.3333334,1.0,0.0,0.0,0.0,0.0,0.0
198.wav,"MAG first discovered the Juanicipio vein in via additional drilling, encountered new veins, primarily the Valdecanas, which carries the abundance of tonnage and in-situ metal on the property, with grades in excess of 1,000 grams per tonne silver equivalent.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
199.wav, So that's why I’m excited to announce that I’m launching a new channel called Lessons from the Screenplay,2.0,2.0,0.0,0.0,0.0,0.0,0.0
200.wav,"""History is an impertinence and an injury",0.0,0.0,0.0,0.0,0.0,0.0,0.0
201.wav,An obedience to nature itself,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202.wav,"Now one thing you can have at house parties is all the, there is buttons and swag as it's called, the thing is a giveaway.",0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
203.wav,"Now that those plans are approved, the firm will be free to operate without a local partner.",2.0,1.0,0.0,0.0,0.0,0.0,0.0
204.wav,MALE SPEAKER: ESPN campaign that they had with the guy who was doing the Oxyclean who just recently passed.,0.0,0.33333334,0.0,0.6666667,0.0,0.6666667,0.0
205.wav,"They want to know they can believe you, trust you, depend on you and that you won’t let them down.",2.3333333,2.0,0.0,0.0,0.0,0.0,0.0
206.wav,"Without a successful emotional engagement with the customer, customers leave.",-1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
207.wav,"Well, for us, you know, we are pushing messages out through many channels.",0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
208.wav,"In this closet I keep lots of medications, and cleaning supplies, and then I keep the sheets at the very bottom",0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
209.wav,It works perfect for the extra bathroom clutter that you have floating around,1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0
210.wav,"However, I keep that stuff in the bathroom",1.0,1.6666666,0.0,0.0,0.0,0.0,0.0
211.wav,Hello Ricardo Nadal here,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
212.wav,"Maybe for you, it's not sounding what is a ""normal' voice",0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
213.wav,So that means they're Deaf,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214.wav, That should be your top priority,0.33333334,1.3333334,0.0,0.0,0.0,0.0,0.0
215.wav, If you're buying a house or a townhouse,1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0
216.wav, You might have something like 20 - 25 items come up,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
217.wav," Items that are expensive, that are costly",0.6666667,1.3333334,0.0,0.0,0.0,0.0,0.0
218.wav, Don't worry about things that are $100 or $50,0.6666667,0.33333334,0.0,0.0,0.0,0.6666667,0.0
219.wav," Now this is kind of tricky because depending on how you word it, they may not be so inclined to answer",1.0,1.0,0.0,0.0,0.0,0.0,0.0
220.wav," So now that they are no longer the inspector, they are the purchaser",0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
221.wav, And I think that would give a little bit of an insight to see what sort of issues are important,1.3333334,0.6666667,0.0,0.0,0.0,0.0,0.0
222.wav," Because, let's face it",1.0,1.0,0.0,0.0,0.0,0.0,0.0
223.wav, Kind of a role reversal,1.0,1.0,0.0,0.0,0.0,0.0,0.0
224.wav, It produces everything it consumes,0.6666667,1.3333334,0.0,0.0,0.0,0.6666667,0.0
225.wav, There was just no way I could've done it on my own,1.6666666,2.0,0.0,0.0,0.0,0.0,0.0
226.wav, They also revealed to me the BIG SECRET to adding more cash out above the daily limit,0.6666667,1.6666666,0.0,0.0,0.0,0.0,0.0
227.wav,"When you and I talk to people about faith and belief, don't we often hear, ""I wish I could believe the way you do""",0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
228.wav,"And as, when you realize it’s kind of you know, that even you yourself might be involved, responsible, yes",0.6666667,1.3333334,0.0,0.0,0.0,0.0,0.0
229.wav,"If it’s your fault, say, “It’s my fault",-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
230.wav,"there’s no like coming down, you know",0.0,0.0,0.0,0.0,0.0,0.0,0.0
231.wav,"If you can accept “I’m sorry, it’s my mistake,” shows your greatness",-0.33333334,0.0,0.33333334,0.0,0.0,0.33333334,0.0
232.wav,But in the short term I think it will lose out to other...,0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
233.wav,You're just going to want to stay away from high fructose diets.,-0.6666667,0.0,0.33333334,0.0,0.0,0.0,1.0
234.wav,Use a very very light moisturiser and a very light night cream.,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
235.wav,Let’s take an example like a headache,-0.6666667,0.33333334,0.0,0.33333334,0.0,0.33333334,0.0
236.wav," So, perfectly competitive firms have zero market power whereas monopolies have lots of market power",0.0,0.0,0.33333334,0.33333334,0.0,0.0,0.0
237.wav," If you are in a perfectly competitive market, you are just a small firm",0.0,0.0,0.33333334,0.0,0.0,0.0,0.33333334
238.wav," So, you won’t want to set your price the lower the market price either",0.33333334,0.33333334,0.33333334,0.0,0.0,0.0,0.0
239.wav,"ONe of the great online retailers, Amazon, does this for every product they sell.",2.0,1.0,0.0,0.0,0.0,0.0,0.0
240.wav,What's it like in there,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
241.wav,Leading a group to accomplish a goal,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
242.wav,""" And the truth is, as my smile turns into dreadful thoughts, she's right",0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
243.wav,"I have no idea, I don't",-1.3333334,0.6666667,0.33333334,0.0,1.0,0.33333334,0.0
244.wav,"Silhan also has worked in a tax and business advisory role at Arthur Andersen, focusing on state and local income tax.",0.0,1.3333334,0.0,0.0,0.0,0.0,0.0
245.wav,"Hello, this is Ron Paul with your weekly update for July 25th.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
